,input_1,input_2,output,task_id,Actual
1451,0.595586876,0.978713901,0.481011521,1,1
1452,0.592692569,0.975648799,0.476736907,1,1
1453,0.59028027,0.972286415,0.47278654,1,1
1454,0.588256649,0.968622783,0.469173755,1,1
1455,0.586516485,0.964655185,0.465905091,1,1
1456,0.584952797,0.960383187,0.462984605,1,1
1457,0.583466143,0.955809469,0.460417813,1,1
1458,0.581972259,0.950940462,0.458214816,1,1
1459,0.580407465,0.94578682,0.456392344,1,1
1460,0.578731485,0.94036378,0.454974543,1,1
1461,0.576927658,0.934691441,0.453992509,1,1
1462,0.575000724,0.928794969,0.453482694,1,1
1463,0.572972625,0.922704735,0.453484423,1,1
1464,0.570876918,0.916456333,0.454036803,1,1
1465,0.568752476,0.910090438,0.455175388,1,1
1466,0.566637201,0.903652422,0.456928925,1,1
1467,0.564562408,0.89719166,0.459316492,1,1
1468,0.562548445,0.890760462,0.462345276,1,1
1469,0.560601949,0.884412605,0.466009159,1,1
1470,0.558714961,0.878201463,0.470288208,1,1
1471,0.55686589,0.872177807,0.475149066,1,1
1472,0.555022174,0.866387381,0.480546174,1,1
1473,0.553144233,0.860868434,0.486423677,1,1
1474,0.55119024,0.855649424,0.492717839,1,1
1475,0.5491211,0.850747138,0.499359743,1,1
1476,0.546905022,0.846165493,0.506278059,1,1
1477,0.544521088,0.841895244,0.513401676,1,1
1478,0.541961335,0.837914792,0.520662007,1,1
1479,0.539230992,0.834192184,0.527994842,1,1
1480,0.536346729,0.83068832,0.535341644,1,1
1481,0.53333298,0.827361228,0.542650284,1,1
1482,0.530216637,0.824171159,0.549875199,1,1
1483,0.527020636,0.821086093,0.556977087,1,1
1484,0.523757127,0.818087179,0.563922216,1,1
1485,0.520421074,0.815173505,0.570681516,1,1
1486,0.516985157,0.812365613,0.577229588,1,1
1487,0.513396831,0.809707155,0.58354381,1,1
1488,0.50957826,0.807264234,0.589603651,1,1
1489,0.505429609,0.805122115,0.595390326,1,1
1490,0.500835848,0.803379217,0.600886843,1,1
1491,0.495676892,0.80213859,0.606078463,1,1
1492,0.489840435,0.801497372,0.61095354,1,1
1493,0.483236482,0.801535014,0.615504643,1,1
1494,0.475812224,0.802301348,0.619729825,1,1
1495,0.467565629,0.803805732,0.623633872,1,1
1496,0.458556025,0.806008625,0.627229328,1,1
1497,0.448909973,0.808816926,0.630537099,1,1
1498,0.438820975,0.812084189,0.633586477,1,1
1499,0.428541942,0.815616568,0.636414413,1,1
1500,0.418369999,0.81918481,0.639063999,1,1
1501,0.408623877,0.822542092,0.641582131,1,1
1502,0.399615038,0.825446815,0.644016471,1,1
1503,0.391614481,0.827688784,0.646411866,1,1
1504,0.384818007,0.829116603,0.64880653,1,1
1505,0.379313327,0.829663581,0.651228315,1,1
1506,0.375052815,0.829369168,0.653691486,1,1
1507,0.371835751,0.828392844,0.656194407,1,1
1508,0.369303574,0.827017705,0.658718536,1,1
1509,0.36695094,0.825641512,0.661229053,1,1
1510,0.364154201,0.82475395,0.663677318,1,1
1511,0.360217421,0.824900014,0.666005228,1,1
1512,0.354434281,0.826630845,0.668151336,1,1
1513,0.346162329,0.830444851,0.670058392,1,1
1514,0.33490423,0.836723384,0.671681802,1,1
1515,0.320389106,0.845666463,0.672998289,1,1
1516,0.302645989,0.857234906,0.674013923,1,1
1517,0.282060983,0.871105529,0.67477066,1,1
1518,0.259410127,0.886645764,0.675350483,1,1
1519,0.235861232,0.902913028,0.675876439,1,1
1520,0.212940111,0.918682406,0.676509991,1,1
1521,0.192459585,0.932503898,0.677444468,1,1
1522,0.176413164,0.942787642,0.678894712,1,1
1523,0.166839097,0.947912504,0.681083449,1,1
1524,0.165664183,0.946350508,0.684225285,1,1
1525,0.174539884,0.936797084,0.688509573,1,1
1526,0.194685452,0.918295392,0.694083677,1,1
1527,0.226753616,0.890342361,0.701038232,1,1
1528,0.270733545,0.852964773,0.709395962,1,1
1529,0.325903267,0.806755764,0.719105405,1,1
1530,0.390839494,0.752865519,0.730040441,1,1
1531,0.46348733,0.692944294,0.742005986,1,1
1532,0.541286069,0.629040934,0.754749587,1,1
1533,0.589012762,0.92334636,0.453562629,1,0
1534,0.587868209,0.917330588,0.453507711,1,0
1535,0.586515323,0.91130542,0.453990866,1,0
1536,0.584971565,0.905243059,0.455048709,1,0
1537,0.583323275,0.899171254,0.456711803,1,0
1538,0.581614028,0.8931143,0.459001773,1,0
1539,0.579886908,0.887096748,0.461929003,1,0
1540,0.578179627,0.881143777,0.465491063,1,0
1541,0.57652076,0.875281332,0.469671976,1,0
1542,0.574927314,0.869536023,0.474442338,1,0
1543,0.573403661,0.863934783,0.479760211,1,0
1544,0.571941748,0.858504338,0.485572708,1,0
1545,0.570522367,0.853270546,0.491818082,1,0
1546,0.569117209,0.848257681,0.498428155,1,0
1547,0.567691369,0.843487753,0.505330901,1,0
1548,0.566205984,0.838979926,0.512453001,1,0
1549,0.564620733,0.834750099,0.519722208,1,0
1550,0.562895979,0.83081069,0.527069424,1,0
1551,0.56099444,0.827170621,0.534430373,1,0
1552,0.558881554,0.823837451,0.541746847,1,0
1553,0.55652087,0.820830995,0.548967508,1,0
1554,0.553892914,0.818136883,0.556048262,1,0
1555,0.550976717,0.815753542,0.562952278,1,0
1556,0.547755511,0.81367786,0.569649696,1,0
1557,0.54421649,0.811905675,0.576117114,1,0
1558,0.540340113,0.810458545,0.582336935,1,0
1559,0.536080089,0.809434102,0.588296646,1,0
1560,0.531478805,0.808715321,0.593988092,1,0
1561,0.526537799,0.808296866,0.599406792,1,0
1562,0.52126216,0.808173329,0.604551341,1,0
1563,0.515660532,0.808339215,0.609422904,1,0
1564,0.509745063,0.808788877,0.614024822,1,0
1565,0.503531274,0.809516429,0.618362307,1,0
1566,0.497009564,0.810586821,0.622442225,1,0
1567,0.490202078,0.8119916,0.62627295,1,0
1568,0.483157344,0.813661152,0.629864253,1,0
1569,0.475866391,0.815674508,0.633227227,1,0
1570,0.468394859,0.817924914,0.636374214,1,0
1571,0.460752896,0.820445797,0.639318724,1,0
1572,0.452974302,0.82320968,0.642075346,1,0
1573,0.445093529,0.826184458,0.644659629,1,0
1574,0.437155962,0.829305999,0.647087946,1,0
1575,0.428940586,0.832612869,0.649377327,1,0
1576,0.42039876,0.836093406,0.651545278,1,0
1577,0.411878373,0.839717552,0.653609583,1,0
1578,0.403507026,0.843379465,0.655588098,1,0
1579,0.39531828,0.846969291,0.657498536,1,0
1580,0.387149032,0.850812181,0.659358264,1,0
1581,0.378987541,0.85499969,0.661184097,1,0
1582,0.370832973,0.85932035,0.662992111,1,0
1583,0.362686301,0.863759181,0.664797464,1,0
1584,0.354546757,0.868301044,0.666614241,1,0
1585,0.346600139,0.872996517,0.668455315,1,0
1586,0.33866935,0.877769829,0.670332232,1,0
1587,0.330727472,0.882628406,0.672255118,1,0
1588,0.322764752,0.887572312,0.674232608,1,0
1589,0.314794991,0.892548071,0.676271804,1,0
1590,0.306817823,0.897539722,0.678378247,1,0
1591,0.298834269,0.90253184,0.680555918,1,0
1592,0.290333508,0.907502409,0.682807254,1,0
1593,0.281295155,0.912372807,0.68513318,1,0
1594,0.272676964,0.917237959,0.687533153,1,0
1595,0.264288083,0.921953739,0.690005214,1,0
1596,0.256096898,0.926383505,0.692546043,1,0
1597,0.247933181,0.930757316,0.695151018,1,0
1598,0.239809412,0.935063843,0.69781427,1,0
1599,0.231738874,0.939291387,0.700528727,1,0
1600,0.223735069,0.943428014,0.703286155,1,0
1601,0.215811155,0.947461747,0.706077191,1,0
1602,0.207979459,0.951380768,0.708891361,1,0
1603,0.200251153,0.955173586,0.71171709,1,0
1604,0.192636131,0.958829149,0.7145417,1,0
1605,0.185144626,0.962334622,0.717351406,1,0
1606,0.17778503,0.965678987,0.720131298,1,0
1607,0.170565519,0.968941949,0.722865322,1,0
1608,0.163493197,0.9720637,0.725536259,1,0
1609,0.156618187,0.975054234,0.728125708,1,0
1610,0.149968534,0.977927652,0.730614066,1,0
1611,0.143489633,0.980582161,0.732980522,1,0
1612,0.137193763,0.983004535,0.735203063,1,0
1613,0.131096836,0.98517625,0.737258485,1,0
1614,0.125211143,0.987085572,0.739122434,1,0
1615,0.119544262,0.988718085,0.740769459,1,0
1616,0.114012755,0.990060602,0.742173093,1,0
1617,0.108732995,0.991092813,0.743305966,1,0
1618,0.103715502,0.991797799,0.744139929,1,0
1619,0.099087375,0.992042378,0.744646226,1,0
1620,0.094759643,0.991902808,0.744795666,1,0
1621,0.0906861,0.991411694,0.744558834,1,0
1622,0.086868387,0.990553523,0.743906298,1,0
1623,0.083331739,0.9893265,0.742808828,1,0
1624,0.080110678,0.987733965,0.741237606,1,0
1625,0.077138337,0.985721719,0.739164425,1,0
1626,0.074418818,0.983274107,0.73656186,1,0
1627,0.07195901,0.980375268,0.733403413,1,0
1628,0.06976918,0.977009075,0.72966362,1,0
1629,0.067863332,0.973159081,0.72531813,1,0
1630,0.066259315,0.968808468,0.720343743,1,0
1631,0.0650941,0.963847719,0.714718432,1,0
1632,0.064430579,0.95822879,0.708421341,1,0
1633,0.064191483,0.95201446,0.701432802,1,0
1634,0.064407993,0.945185885,0.693734355,1,0
1635,0.06511184,0.93772531,0.685308829,1,0
1636,0.066336319,0.9296123,0.676140475,1,0
1637,0.068113959,0.920826882,0.666215194,1,0
1638,0.070475519,0.91135012,0.655520866,1,0
1639,0.073449025,0.901164845,0.644047798,1,0
1640,0.077119279,0.890288463,0.631789293,1,0
1641,0.081513832,0.878705573,0.618742341,1,0
1642,0.086554926,0.866389895,0.604908421,1,0
1643,0.091695957,0.852489569,0.590294391,1,0
1644,0.097510476,0.837794659,0.574913426,1,0
1645,0.103988359,0.822331425,0.558785985,1,0
1646,0.111120189,0.806122563,0.541940731,1,0
1647,0.117880257,0.78908379,0.524415384,1,0
1648,0.125170753,0.771591756,0.506257425,1,0
1649,0.133209212,0.753661049,0.487524625,1,0
1650,0.141758004,0.735198437,0.468285331,1,0
1651,0.150818364,0.716884639,0.448618496,1,0
1652,0.160183577,0.698927658,0.428613406,1,0
1653,0.169940566,0.680681364,0.408369103,1,0
1654,0.180040427,0.662227923,0.3879935,1,0
1655,0.191439908,0.643373313,0.367602212,1,0
1656,0.204123019,0.624350509,0.347317121,1,0
1657,0.217183133,0.606006079,0.327264715,1,0
1658,0.230424237,0.588129275,0.307574269,1,0
1659,0.242832928,0.570453734,0.2883759,1,0
1660,0.254549458,0.554446056,0.26979858,1,0
1661,0.266000843,0.539179457,0.251968154,1,0
1662,0.277009084,0.524106954,0.235005429,1,0
1663,0.2882504,0.508813975,0.219024386,1,0
1664,0.299765191,0.493687876,0.204130564,1,0
1665,0.311119843,0.479250798,0.190419652,1,0
1666,0.322343494,0.465459511,0.177976311,1,0
1667,0.333431552,0.452350141,0.166873249,1,0
1668,0.344385171,0.439950041,0.157170549,1,0
1669,0.355143587,0.428423271,0.148915255,1,0
1670,0.365705523,0.417803023,0.142141185,1,0
1671,0.376144672,0.407955319,0.136868983,1,0
1672,0.386466491,0.39888934,0.133106354,1,0
1673,0.396686625,0.390584125,0.130848483,1,0
1674,0.406805244,0.383043005,0.130078601,1,0
1675,0.416818249,0.376268124,0.130768667,1,0
1676,0.426093827,0.371066098,0.132880148,1,0
1677,0.435245153,0.366629237,0.136364864,1,0
1678,0.444316178,0.362879373,0.141165887,1,0
1679,0.453255055,0.3600157,0.147218454,1,0
1680,0.462073393,0.357819572,0.154450892,1,0
1681,0.470750807,0.356281454,0.16278552,1,0
1682,0.479262919,0.355398875,0.17213953,1,0
1683,0.487588997,0.355167372,0.182425815,1,0
1684,0.495711871,0.355580491,0.193553751,1,0
1685,0.503487993,0.35678998,0.205429915,1,0
1686,0.51132097,0.359220483,0.217958756,1,0
1687,0.519088398,0.362539347,0.2310432,1,0
1688,0.526543749,0.366469697,0.244585221,1,0
1689,0.533726474,0.370983225,0.258486385,1,0
1690,0.54073429,0.376076263,0.272648377,1,0
1691,0.547578327,0.381731882,0.28697354,1,0
1692,0.554232435,0.388175236,0.301365446,1,0
1693,0.560743796,0.395161289,0.315729512,1,0
1694,0.567122965,0.402667625,0.329973677,1,0
1695,0.573377953,0.410671791,0.344009155,1,0
1696,0.57951364,0.419151448,0.357751258,1,0
1697,0.585531562,0.428084474,0.371120287,1,0
1698,0.590808251,0.438234599,0.384042473,1,0
1699,0.595908521,0.44886135,0.39645094,1,0
1700,0.600840507,0.459925513,0.408286657,1,0
1701,0.605598934,0.471404097,0.419499334,1,0
1702,0.610178779,0.483274458,0.430048207,1,0
1703,0.614576342,0.495514298,0.439902674,1,0
1704,0.618796029,0.508048114,0.449042716,1,0
1705,0.62284616,0.52079147,0.45745907,1,0
1706,0.626718611,0.533840136,0.465153105,1,0
1707,0.630356391,0.547212244,0.472136407,1,0
1708,0.633770017,0.56088133,0.47843003,1,0
1709,0.6369091,0.574767383,0.484063467,1,0
1710,0.639449141,0.589137216,0.489073355,1,0
1711,0.641887587,0.603607889,0.493501987,1,0
1712,0.64439592,0.617714193,0.497395689,1,0
1713,0.646985074,0.632590449,0.500803175,1,0
1714,0.649466756,0.647625541,0.503773953,1,0
1715,0.651840507,0.662796288,0.506356905,1,0
1716,0.654100535,0.67807837,0.508599098,1,0
1717,0.656235996,0.693446035,0.510544927,1,0
1718,0.658231862,0.708871846,0.512235616,1,0
1719,0.660104828,0.724195218,0.513709098,1,0
1720,0.662007779,0.738731843,0.515000246,1,0
1721,0.66371571,0.753239539,0.516141396,1,0
1722,0.665058283,0.767704864,0.517163067,1,0
1723,0.665435756,0.782184211,0.518094743,1,0
1724,0.665612588,0.796529523,0.51896558,1,0
1725,0.665598822,0.810724536,0.519804876,1,0
1726,0.665416168,0.824732516,0.520642172,1,0
1727,0.665152429,0.838388702,0.521506862,1,0
1728,0.665076235,0.851263577,0.522427253,1,0
1729,0.664941829,0.863815849,0.523429057,1,0
1730,0.664792512,0.87602195,0.524533377,1,0
1731,0.66467161,0.887786878,0.525754326,1,0
1732,0.6646126,0.899064277,0.527096475,1,0
1733,0.664636339,0.909808676,0.528552402,1,0
1734,0.664746747,0.919976338,0.530100629,1,0
1735,0.664927482,0.929526245,0.531704263,1,0
1736,0.66514009,0.938421176,0.533310633,1,0
1737,0.665267413,0.946536609,0.534852137,1,0
1738,0.665457619,0.954004787,0.536248443,1,0
1739,0.665438524,0.960748076,0.53741005,1,0
1740,0.665108111,0.966758321,0.53824308,1,0
1741,0.664396214,0.971984663,0.538655014,1,0
1742,0.663256177,0.976359862,0.538560973,1,0
1743,0.661531568,0.980019944,0.537890009,1,0
1744,0.659168381,0.982988176,0.536590836,1,0
1745,0.656142909,0.985296279,0.534636429,1,0
1746,0.652466323,0.986983244,0.532026973,1,0
1747,0.648186557,0.988093691,0.528790809,1,0
1748,0.643387106,0.988675877,0.524983196,1,0
1749,0.638182678,0.988779478,0.520682953,1,0
1750,0.63271197,0.988453304,0.515987284,1,0
1751,0.627048769,0.987680045,0.511005291,1,0
1752,0.621337268,0.986490609,0.50585085,1,0
1753,0.615817549,0.984991906,0.500635577,1,0
1754,0.610624905,0.983224225,0.49546259,1,0
1755,0.605888473,0.981212806,0.490421645,1,0
1756,0.601645839,0.97897999,0.485586051,1,0
1757,0.597929682,0.976526162,0.481011521,1,0
1758,0.594738777,0.973880165,0.476736907,1,0
1759,0.592058422,0.971014314,0.47278654,1,0
1760,0.589817551,0.967843116,0.469173755,1,0
1761,0.587923203,0.964372006,0.465905091,1,0
1762,0.586280118,0.960601115,0.462984605,1,0
1763,0.584791479,0.956532819,0.460417813,1,0
1764,0.583368208,0.952185417,0.458214816,1,0
1765,0.581933558,0.947558041,0.456392344,1,0
1766,0.580431406,0.942682714,0.454974543,1,0
1767,0.578734972,0.937588946,0.453992509,1,0
1768,0.576725857,0.932265961,0.453482694,1,0
1769,0.574580709,0.926744755,0.453484423,1,0
1770,0.572327372,0.921042053,0.454036803,1,0
1771,0.570000635,0.915191221,0.455175388,1,0
1772,0.567719384,0.909257873,0.456928925,1,0
1773,0.565549188,0.903293651,0.459316492,1,0
1774,0.563419513,0.897308585,0.462345276,1,0
1775,0.561351167,0.891351151,0.466009159,1,0
1776,0.559351194,0.885471115,0.470288208,1,0
1777,0.557411965,0.879717803,0.475149066,1,0
1778,0.555512139,0.874138065,0.480546174,1,0
1779,0.553619311,0.868774055,0.486423677,1,0
1780,0.551693976,0.863660956,0.492717839,1,0
1781,0.549694302,0.858824889,0.499359743,1,0
1782,0.547581121,0.854281192,0.506278059,1,0
1783,0.545322515,0.850033337,0.513401676,1,0
1784,0.5428974,0.846072676,0.520662007,1,0
1785,0.540297625,0.842379191,0.527994842,1,0
1786,0.537528223,0.838923359,0.535341644,1,0
1787,0.534605673,0.835669096,0.542650284,1,0
1788,0.531554236,0.832577704,0.549875199,1,0
1789,0.528400659,0.829612546,0.556977087,1,0
1790,0.525167766,0.82674412,0.563922216,1,0
1791,0.521867637,0.823955048,0.570681516,1,0
1792,0.518495203,0.821244466,0.577229588,1,0
1793,0.515023155,0.818631239,0.58354381,1,0
1794,0.511398996,0.816155487,0.589603651,1,0
1795,0.507544974,0.813877976,0.595390326,1,0
1796,0.503361358,0.811877087,0.600886843,1,0
1797,0.498718832,0.810279601,0.606078463,1,0
1798,0.493491394,0.80919549,0.61095354,1,0
1799,0.487580149,0.808680596,0.615504643,1,0
1800,0.480972514,0.808613277,0.619729825,1,0
1801,0.473508952,0.809308426,0.623633872,1,0
1802,0.46516069,0.810842184,0.627229328,1,0
1803,0.45601427,0.813109749,0.630537099,1,0
1804,0.446246239,0.815899631,0.633586477,1,0
1805,0.436047854,0.819082766,0.636414413,1,0
1806,0.425340014,0.822472831,0.639063999,1,0
1807,0.414679812,0.825591315,0.641582131,1,0
1808,0.404534887,0.828434346,0.644016471,1,0
1809,0.395364038,0.830674637,0.646411866,1,0
1810,0.387301676,0.832257433,0.64880653,1,0
1811,0.380493029,0.833088215,0.651228315,1,0
1812,0.375019582,0.833117336,0.653691486,1,0
1813,0.370835073,0.832377425,0.656194407,1,0
1814,0.367718857,0.831031509,0.658718536,1,0
1815,0.365301025,0.829338747,0.661229053,1,0
1816,0.363060309,0.82766311,0.663677318,1,0
1817,0.360353478,0.826452536,0.666005228,1,0
1818,0.356462827,0.826205365,0.668151336,1,0
1819,0.350660055,0.827425299,0.670058392,1,0
1820,0.342213256,0.830934937,0.671681802,1,0
1821,0.330631659,0.836967658,0.672998289,1,0
1822,0.315635435,0.845689504,0.674013923,1,0
1823,0.297495268,0.85729496,0.67477066,1,0
1824,0.276655182,0.871311967,0.675350483,1,0
1825,0.254985621,0.887120726,0.675876439,1,0
1826,0.230218329,0.90341911,0.676509991,1,0
1827,0.205995127,0.918352415,0.677444468,1,0
1828,0.184617874,0.931109896,0.678894712,1,0
1829,0.167943641,0.940536414,0.681083449,1,0
1830,0.158140038,0.945271031,0.684225285,1,0
1831,0.157236235,0.943552756,0.688509573,1,0
1832,0.166983014,0.934134894,0.694083677,1,0
1833,0.188683321,0.916467702,0.701038232,1,0
1834,0.223646876,0.888902271,0.709395962,1,0
1835,0.266259482,0.850277304,0.719105405,1,0
1836,0.323669917,0.803778522,0.730040441,1,0
1837,0.392038043,0.752461345,0.742005986,1,0
1838,0.464907951,0.696669835,0.754749587,1,0
1839,0.621341108,0.563464928,0.767977966,2,1
1840,0.700626633,0.498624344,0.781377045,2,1
1841,0.776200121,0.436854807,0.794633528,2,1
1842,0.845408266,0.380255783,0.807456002,2,1
1843,0.906065088,0.330549498,0.819593547,2,1
1844,0.956586335,0.288975062,0.830850239,2,1
1845,0.996069457,0.256226257,0.84109436,2,1
1846,1.02431452,0.232436531,0.850261804,2,1
1847,1.041787624,0.217209826,0.858353762,2,1
1848,1.049533959,0.209691391,0.865429326,2,1
1849,1.049051964,0.208669351,0.87159413,2,1
1850,1.042142777,0.21269562,0.87698638,2,1
1851,1.03075021,0.220213963,0.881761787,2,1
1852,1.016805871,0.22968354,0.886078826,2,1
1853,1.002092105,0.239687856,0.890085587,2,1
1854,0.988132448,0.249021438,0.893909177,2,1
1855,0.976115733,0.256749423,0.897648292,2,1
1856,0.966856286,0.262238206,0.901369207,2,1
1857,0.960789138,0.26515809,0.905105104,2,1
1858,0.957996247,0.265461241,0.908858353,2,1
1859,0.958257465,0.263340001,0.912605143,2,1
1860,0.96111866,0.259171691,0.916301737,2,1
1861,0.965968865,0.253456427,0.919891572,2,1
1862,0.97211866,0.246754176,0.923312448,2,1
1863,0.978872943,0.239626538,0.926503158,2,1
1864,0.985592685,0.232587529,0.92940904,2,1
1865,0.991742006,0.226066277,0.931986109,2,1
1866,0.996918701,0.22038307,0.934203602,2,1
1867,1.000868104,0.215738825,0.93604494,2,1
1868,1.003481608,0.212216858,0.937507242,2,1
1869,1.004782363,0.209794905,0.938599653,2,1
1870,1.004901396,0.208364771,0.93934081,2,1
1871,1.004047778,0.207756669,0.939755801,2,1
1872,1.002476423,0.207765356,0.93987297,2,1
1873,1.0004568,0.208175443,0.939720891,2,1
1874,0.998245228,0.208783715,0.93932575,2,1
1875,0.996062714,0.209416908,0.938709345,2,1
1876,0.994079492,0.209944012,0.937887771,2,1
1877,0.992406628,0.210282824,0.936870845,2,1
1878,0.991094387,0.210401004,0.935662207,2,1
1879,0.990136445,0.21031238,0.934260003,2,1
1880,0.989478689,0.210069531,0.932658009,2,1
1881,0.989031075,0.209753889,0.930847038,2,1
1882,0.988681002,0.209464604,0.92881646,2,1
1883,0.988306721,0.209307386,0.926555694,2,1
1884,0.987789556,0.209384311,0.924055533,2,1
1885,0.987023976,0.209785379,0.921309202,2,1
1886,0.985924914,0.210582326,0.918313102,2,1
1887,0.984432086,0.211824903,0.915067191,2,1
1888,0.982511347,0.213539599,0.911575032,2,1
1889,0.980153419,0.21573055,0.907843529,2,1
1890,0.977370513,0.218382243,0.90388242,2,1
1891,0.974191462,0.221463495,0.899703593,2,1
1892,0.970656073,0.224932163,0.895320312,2,1
1893,0.966809333,0.228740065,0.890746427,2,1
1894,0.962696046,0.232837642,0.88599564,2,1
1895,0.958356349,0.237177978,0.881080885,2,1
1896,0.953822411,0.241719929,0.876013865,2,1
1897,0.949116458,0.246430216,0.870804772,2,1
1898,0.944250124,0.251284451,0.865462183,2,1
1899,0.93922502,0.256267169,0.859993146,2,1
1900,0.934034273,0.261371016,0.854403399,2,1
1901,0.928664797,0.266595292,0.848697724,2,1
1902,0.923099943,0.27194407,0.842880357,2,1
1903,0.917322259,0.277424135,0.836955444,2,1
1904,0.911316068,0.283042935,0.830927486,2,1
1905,0.905069656,0.28880675,0.824801729,2,1
1906,0.898576905,0.294719182,0.818584491,2,1
1907,0.891838291,0.300780084,0.812283386,2,1
1908,0.884861227,0.306984951,0.805907453,2,1
1909,0.877659795,0.31332476,0.799467165,2,1
1910,0.870253952,0.319786235,0.792974359,2,1
1911,0.862668341,0.326352446,0.786442068,2,1
1912,0.85493084,0.33300366,0.779884304,2,1
1913,0.847071006,0.339718334,0.773315791,2,1
1914,0.839118539,0.346474172,0.766751689,2,1
1915,0.831101892,0.35324913,0.760207313,2,1
1916,0.82304711,0.360022332,0.753697887,2,1
1917,0.814976974,0.366774813,0.747238316,2,1
1918,0.806910455,0.373490084,0.740843012,2,1
1919,0.798862506,0.380154494,0.734525765,2,1
1920,0.790844149,0.386757395,0.728299654,2,1
1921,0.78286282,0.393291131,0.722177003,2,1
1922,0.774922915,0.399750873,0.716169374,2,1
1923,0.76702647,0.406134332,0.710287581,2,1
1924,0.759173907,0.412441398,0.704541724,2,1
1925,0.751364798,0.418673715,0.698941233,2,1
1926,0.743598573,0.424834244,0.693494911,2,1
1927,0.735875149,0.430926843,0.688210978,2,1
1928,0.728195431,0.436955865,0.683097104,2,1
1929,0.720561683,0.442925816,0.67816043,2,1
1930,0.712977755,0.448841071,0.673407592,2,1
1931,0.705449162,0.454705647,0.668844723,2,1
1932,0.697983041,0.460523046,0.664477457,2,1
1933,0.690587996,0.466296152,0.660310936,2,1
1934,0.683273843,0.472027185,0.656349806,2,1
1935,0.676051293,0.477717694,0.652598223,2,1
1936,0.668931577,0.483368591,0.649059861,2,1
1937,0.661926045,0.488980211,0.645737925,2,1
1938,0.655045747,0.49455239,0.642635157,2,1
1939,0.648301026,0.500084557,0.63975386,2,1
1940,0.641701119,0.505575834,0.637095902,2,1
1941,0.635253805,0.511025137,0.634662729,2,1
1942,0.628965099,0.516431275,0.632455368,2,1
1943,0.622839005,0.521793045,0.63047442,2,1
1944,0.616877361,0.527109313,0.62872005,2,1
1945,0.611079758,0.532379088,0.627191967,2,1
1946,0.605443566,0.537601576,0.625889393,2,1
1947,0.599964044,0.542776218,0.624811041,2,1
1948,0.59463455,0.547902706,0.623955074,2,1
1949,0.589446826,0.552980978,0.623319081,2,1
1950,0.584391336,0.558011195,0.622900051,2,1
1951,0.579457657,0.562993688,0.622694353,2,1
1952,0.574634877,0.567928896,0.622697726,2,1
1953,0.569911993,0.572817273,0.622905281,2,1
1954,0.56527828,0.5776592,0.623311505,2,1
1955,0.560723621,0.582454873,0.62391028,2,1
1956,0.556238786,0.587204197,0.624694894,2,1
1957,0.551815646,0.591906686,0.625658059,2,1
1958,0.547447316,0.596561374,0.626791921,2,1
1959,0.543128229,0.601166752,0.628088062,2,1
1960,0.53885413,0.605720737,0.629537487,2,1
1961,0.534621993,0.610220683,0.6311306,2,1
1962,0.530429868,0.614663427,0.632857168,2,1
1963,0.526276655,0.619045396,0.634706276,2,1
1964,0.522161829,0.62336274,0.636666267,2,1
1965,0.518085114,0.627611503,0.63872469,2,1
1966,0.514046146,0.631787813,0.640868252,2,1
1967,0.510044131,0.635888064,0.643082775,2,1
1968,0.506077536,0.63990908,0.645353181,2,1
1969,0.502143842,0.643848243,0.647663494,2,1
1970,0.498239377,0.647703558,0.64999687,2,1
1971,0.494359266,0.651473661,0.652335655,2,1
1972,0.490497498,0.655157757,0.654661467,2,1
1973,0.486647143,0.658755492,0.656955296,2,1
1974,0.482800681,0.662266777,0.659197616,2,1
1975,0.478950457,0.66569157,0.661368501,2,1
1976,0.475089217,0.669029643,0.66344773,2,1
1977,0.471210679,0.672280351,0.665414876,2,1
1978,0.467310109,0.675442432,0.667249371,2,1
1979,0.463384817,0.678513855,0.668930544,2,1
1980,0.459434553,0.681491732,0.670437629,2,1
1981,0.455461712,0.684372331,0.671749745,2,1
1982,0.451471351,0.687151167,0.672845866,2,1
1983,0.447470956,0.689823208,0.673704777,2,1
1984,0.443469989,0.692383163,0.674305037,2,1
1985,0.439479212,0.694825859,0.674624955,2,1
1986,0.435509853,0.697146656,0.6746426,2,1
1987,0.431572662,0.699341897,0.67433584,2,1
1988,0.427676948,0.701409326,0.673682425,2,1
1989,0.423829666,0.703348468,0.672660125,2,1
1990,0.420034644,0.705160914,0.671246903,2,1
1991,0.416292005,0.706850503,0.669421141,2,1
1992,0.412597846,0.708423375,0.667161897,2,1
1993,0.408944189,0.709887902,0.664449195,2,1
1994,0.405319215,0.711254484,0.661264324,2,1
1995,0.401707766,0.712535238,0.657590154,2,1
1996,0.398092091,0.713743588,0.653411435,2,1
1997,0.394452776,0.714893776,0.648715091,2,1
1998,0.390769827,0.716000314,0.643490476,2,1
1999,0.387023841,0.717077396,0.637729614,2,1
2000,0.383197218,0.718138285,0.631427394,2,1
2001,0.379275352,0.719194691,0.624581745,2,1
2002,0.375247749,0.720256163,0.617193763,2,1
2003,0.371109008,0.721329501,0.609267827,2,1
2004,0.366859616,0.722418225,0.600811681,2,1
2005,0.362506495,0.723522118,0.591836502,2,1
2006,0.358063258,0.724636868,0.582356956,2,1
2007,0.353550161,0.725753833,0.572391243,2,1
2008,0.34899371,0.726859959,0.561961133,2,1
2009,0.344425978,0.727937847,0.551091992,2,1
